Author,Rating,Review Text,Review Text Length,Word Count,Avg Word Length,Rating Binary,Sentiment Polarity,Sentiment
Ryan Hanna,1,place less post offic menageri clown poorli organ unabl commun extrem difficulti offer basic servic unfortun govern oversight,125,18,6.0,0,-0.08333333333333333,neutral
Destiny Hilton,5,love locat mani busi good experi candi beyond help help make sure packag secur circl packag track she detail send multipl time feel grate patient swift look best option she beyond kind forev go locat candi rock,210,37,4.702702702702703,1,0.66,positive
Jatinder Dhillon,1,worst experi life book prioriti servic send passport toronto per servic deliv next day lost passport tri call helplin nobodi know packag went locat make sure sent packag ladi work realli dont want help look around end lost passport canada post take respons pleas dont send import document canada post pay littl extra money use fedex dhl,336,57,4.912280701754386,0,-0.125,neutral
Zahra Rashid,1,could give star would horribl custom servic ladi locat told would hold parcel till certain day go physic pick front desk clerk tell parcel alreadi sent back sender wast time ga money locat mani bad review manag look disappoint,226,39,4.82051282051282,0,-0.16190476190476186,neutral
Amanpreet Kaur,1,went todayfeb pm ladi rude sens deal custom dissatisfi servic train staff focus behav tell custom servic realli,111,18,5.222222222222222,0,-0.3,negative
Surgical Steel,1,min ago jun met rude impati ignor postal clerk ive ever met offic usual quit pleasant patron today blond hair sleev tattoo femal wore spectacl plain rude descript give identif love blond tattoo suffic say strictli avoid ever use post offic ensur deal snotti clerk gave aw servic mail someth ask assum expertis shouldnt unpleas,326,55,4.945454545454545,0,0.028174603174603168,neutral
Jenny Fer,1,place alway good servic until jul pm one employe made fun gave attitud told go side tape box lose spot time peopl front didnt lose line anoth ladi come say dont even wait rude disrespect doesnt know talk peopl zero social work spot doesnt interact peopl,253,46,4.521739130434782,0,0.18333333333333332,neutral
Juliana W,2,frequent lot time good im confus one employe give price send letter take envelop weigh charg go till differ employe charg overs letter page envelop weight chang one person next ask clarifi chang said thick one person thing thick doesnt weight chang weird,254,43,4.930232558139535,0,-0.050000000000000024,neutral
Ken Beaton,1,new system day walk look nice clerk front counter say system issu direct back drive get told mani packag moment ladi impos amount packag unwil help respons drive ladi super unprofession told come back later tri tomorrow inconveni,229,38,5.052631578947368,0,0.1670995670995671,neutral
Take And Make,5,canada post offic absolut amaz top uniqu first drive two locat canada could boast one edmonton anoth toronto ye stop mail need without leav vehicl second awesom option sweet machin work one sell stamp envelop gift quit handi one take parcel locat canada machin toronto edmonton vancouv futur postal servic way go canada post machin even give discount ship use could ship anyth gram kg cool,389,66,4.909090909090909,1,0.29000000000000004,positive
Ken Varias,5,littl slow came locat drop packag understand chang new system awesom patient peopl tri best improv servic way ladi assist nice thank,132,22,5.045454545454546,1,0.35909090909090907,positive
ahmed,5,ship packag oversea saw rate onlin readi pay marissa provid cheaper better altern definit would back ship need,110,18,5.166666666666667,1,0.25,positive
,1,canada post wont provid tape ask wrap whole box need seal top go home come back realli inconveni ship compani doesnt tape part work suppli owner realli cheap,157,28,4.642857142857143,0,0.275,positive
Pnitram,1,went yesterday last minut ship indian girl counter rude condescend couldnt find addresspost code wont ship item act rude set asid proceed treat badli help costum ignor wait help fire btch bad busi,196,33,4.96969696969697,0,-0.32499999999999996,negative
Gerry Dai,5,friendliest encount marisa front help send along packag rush great servic,73,11,5.7272727272727275,1,0.8,positive
Wilson Recto,5,hi busi acount canada post drop packag locat jame watt mani year would like say thank mr karan he alway help time go he wonder accommod thank,141,27,4.2592592592592595,1,0.0,neutral
Hippie Tech,4,live area long time frequent place sometim daili alway courteou kind packag got need heck even use ship dozen packag busi weekli postal postal there go issu sometim year cant think time overli rude unprofession sometim line peopl snake store still move peopl along pretti fast,276,46,5.021739130434782,1,0.1143939393939394,neutral
Simon Fallon,1,ladi work day condescend everi singl time ship back warehous doesnt seen gener public,85,14,5.142857142857143,0,0.0,neutral
Mark man,4,seem work fine ive never spent minut stuff rough neighborhood dont control,74,12,5.25,1,0.12222222222222223,neutral
Newton's Ghost,2,took packag post offic girl front desk buyer interest know cost ship gave girl address send gave price return home relay price buyer agre buy return next day post offic girl time input address previou day say doesnt exist comput exist previou day didnt tell address correct verifi yet comput error told first day instead wast time didnt drive home recontact buyer could done first time origin weigh,398,68,4.867647058823529,0,0.16666666666666666,neutral
Matt W,1,deliveri attempt fail conveni friday afternoon pm that im specif wait take tuesday next week even opportun pick make dhl look compit updat deliveri notic show multipl day go pickup packag peak incompitentc,205,33,5.242424242424242,0,-0.25,negative
James Valdez,1,store specif stole two packag worth shoe happen ship shoe size arriv alreadi size shoe never arriv pleas go store might stole packag thief,138,24,4.791666666666667,0,0.3,positive
Frank Macchione,1,quot price phone femal ship packag went store quot femal make mistak fault let custom origin price fault mess ask manag got noth custom servic knowledg lack locat head get treat,177,31,4.741935483870968,0,-0.175,neutral
Chacl B,5,alway conveni place pick parcel much better fedex up requir drive across citi sometim line long usual custom arent prepar caus hold never wait excess long alway leav come back anoth time busi everi hour day staff usual happi help even rememb us name wish ship need could handl canada post,288,51,4.666666666666667,1,-0.016666666666666663,neutral
Anthony Fok,5,sure problem run experi canada post offic insid shopper drug mart pleasant ladi alway courteou help look forward visit either mail post receiv packag also post offic must get popular last visit often lineup peopl ahead wait line minut probabl visit peak hour,258,43,5.023255813953488,1,0.45833333333333337,positive
Mark Blemings,5,ship canada post almost weekli basi ya sometim line fault ladi counter friendli ive got know quit well peopl complain long wait time need either go differ hour quit whine noth staff time peopl want hear selv complain heard feel sorri everyon deal loser custom,259,45,4.777777777777778,1,-0.05,neutral
Arielle Mavridis,3,small canada post offic locat insid shopper drug mart jasper avenu clean well organ offer stamp ship packag po box avail rent staff great locat though understaf work two peopl time take break without leav counter unattend get quit busi one till open time line form quit quickli locat go big rush use post offic constantli never issu packag servic alway help locat far back right corner store,391,68,4.764705882352941,0,0.16279761904761908,neutral
Manuell M,5,go canada post month angelita outstand incred consist alway visit morn hour sure worker look except servic profession great overal experi see angelita shell happili assist highli recommend locat thank ongo servic throughout year look forward mani interact manni,261,39,5.717948717948718,1,0.65,positive
Trouty McTroutTrout,3,store bad actual food pharmaci area well postal outlet star knock postal outlet girl name susan refus send packag claim fill custom form onlin flat lie canada post busi account send item almost everi day wipe counter took coupl minut even serv seem didnt feel like job contact canada post call situat like ill call first thing morn get susan straighten respons meantim busi go shopper drug mart thank susan,406,70,4.814285714285714,0,-0.19499999999999998,neutral
Ning Dai,5,went ship someth realli import found post offic good score post offic edmonton peopl work know friendli,103,17,5.117647058823529,1,0.7,positive
Screwyou Knope,1,canada post fuel surcharg downright crimin ship lb packag bad enough add surcharg total tell go plu tax ludicr,110,19,4.842105263157895,0,-0.23333333333333328,negative
Ashna Jay,1,paid bunch big envelop regular mail associ print ship label hand stick ive never happen locat ive mail envelop much larger quantiti person counter alway take bunch stick label back later even huge line also second transact hand full still shove packag small counter didnt feel super great job delay rest errand,310,52,4.980769230769231,0,0.14848484848484847,neutral
Allil L,1,chri rude went get packag told us sent wrong angri us one receiv dont understand fault told us hed get packag time never sent like understand didnt need rude,157,29,4.448275862068965,0,-0.3666666666666667,negative
BB girl,1,sent grandmoth simpl packag christma take week deliv pickup center deliv card nana post box said readi pickup track went card call track find deliv wrong area code name box number phone number cleari written correctli copi ticketreceipt issu canada post everi year hate use cost alot send aswel horribl servic,309,51,5.078431372549019,0,-0.4666666666666666,negative
Anna Smith,1,would like give start possibl attend marlen rude pickup mail huge black patch compani like canada post first level manag fire peopl like right spot recommend store complet horribl custom servic,193,31,5.258064516129032,0,0.09380952380952383,neutral
Mireille Ngabo,1,old ladi work post offic way slow rude client everi time find dont get servic come day isnt work give hard time custom good need understand custom reason situat need observ post rule time need read activ listen client better servic,231,41,4.658536585365853,0,0.06805555555555554,neutral
hunter steel,1,absolut mean pay express ship half witt biggest wast money caus somehow taken almost four day even get post offic pick biggest wast money useless carrier servic,160,27,4.962962962962963,0,-0.3263888888888889,negative
Esther C,5,come locat weekli drop packag small busi rachel alway greet sister big smile show much profession optim work fast effici pleasur talk,133,22,5.090909090909091,1,0.09,neutral
Lylasmum Cvilla,5,ive alway gotten good servic way see your nice polit easi nice back busi post offic agre anoth review said sometim line get long custom show unprepar ive never seen post offic staff behav badli unprepar custom show small space even dont want listen whole queue hear convers counter could hear post offic employe alway patient explain option unprepar custom,356,60,4.95,1,0.2571428571428571,positive
Lloyd Zilinski,3,need hit right avoid lineup three five peopl take minut get servic gener good small outlet insid store counter space facil serv one custom time,143,25,4.76,0,0.24523809523809523,positive
Henry Ma,5,attent detail custom servic name game custom servic chri store manag follow thru promis pharmaci team actual care client want,125,20,5.3,1,-0.2,negative
Dustin Gate,1,far worst cp locat south edmonton everi singl time member household gone servic rude new polici chang ridicul excus make think difficult canada post need reeduc staff work locat fire soon appal,193,32,5.0625,0,-0.3127272727272727,negative
SUKHDEEP SINGH,1,canada post garbag sent passport use express post never sent passport lost bewar scammer guy use courier servic,111,18,5.222222222222222,0,0.0,neutral
Cheryl P,1,use post offic would give zero could mail letter coupl sampl seal privaci envelop everi singl one tear corner sampl remov arriv destin client mine messag thank also let know didnt get sampl thief decid rip take insid sinc everi envelop issu know staff shopper drug mart post offic steal invad privaci complet unaccept addit never receiv friendli servic post offic staff member dont smile dont provid good custom servic,418,70,4.985714285714286,0,0.5,positive
Sual Dolem,1,expect canada post low one somehow wors miss packagesreturn packagesmark packag deliv havent arriv servic slow poor one two except manag terribl year avoid post offic especi rent po box,185,30,5.2,0,-0.23333333333333336,negative
Karen Prez Cruz,2,rare nice custom servic interact canada post offic unfortun underdevelop canada post compar carrier up brought attent complaint mailman ring doorbel check anybodi home creat notic pickup offic inform mandatori act over simpli hand piec paper custom servic number disappoint dont take complaint recommend serious,311,45,5.933333333333334,0,-0.006666666666666687,neutral
Samantha Fraser,1,staff locat great kind canada post gener joke complet chang address busi headach run around list excus call issu extrem sad support line continu put blame canada post servic locat fact system issu locat issu,207,35,4.942857142857143,0,0.3,positive
John Alexander Smith,1,rude tri charg tape close packag ill never go back,50,10,4.1,0,-0.26666666666666666,negative
clark schuster,5,great staff get know name treat well butt anywher els there also peopl collect money interest servic anybodi love staff worth know get know realli make feel welcom expect congratul good staff rest staff pleas pleasant job,221,37,5.0,1,0.6066666666666667,positive
Krystal Lim,5,best post offic ever nicest accomod staff allow children daycar next level child care go post offic field trip ann staff organ plan fantast tour student interact children friendli thank next level child care,207,34,5.117647058823529,1,0.3333333333333333,positive
Ethan Workun,5,excel servic definit come back ship packag,42,7,5.142857142857143,1,0.0,neutral
Angela Limb,1,went use canada post offic ga station run dump canada post person wasnt even wear uniform sort tshirt sweat didnt greet ask day noth didnt even make eye contact definit place id recommend would drive extra distanc real canada post,230,40,4.775,0,0.1,neutral
Kev P,5,good experi luck came wednesday morn around one came pick packag clerk nice hassl wait time got packag went day,111,20,4.6,1,0.6499999999999999,positive
Lol Lulz,1,unbeliev sit minut peopl attend around ga bar guy say time day canada post cut door door goe strike right christma leav post offic un attend guess ill fed ex up,160,31,4.193548387096774,0,-0.10714285714285715,neutral
bob smith,5,amor incred help effici even help fold shirt sinc struggl,57,10,4.8,1,0.0,neutral
A J,1,slow move busi didnt see sens urgenc wait minu one star everi minut wait worker custom still argu,97,18,4.444444444444445,0,-0.30000000000000004,negative
Gre Spotify,1,store say rude custom toler iron guess employe extrem rude get someon talk right way work custom servic industri start compani seem like know rubbish kind attitud,162,27,5.037037037037037,0,0.07142857142857142,neutral
Jessie Schlosser,1,extrem rude lazi locat told didnt packag couldnt find know fact track locat gave attitud told locat alreadi travel told multipl time,132,22,5.045454545454546,0,-0.3,negative
El P.H.,1,first would like say realli like come cashier name guillian work amaz job accomod even get busi unfortun dont see work lot post offic depart nowaday packag need send boyfriend portug sinc didnt know guillian would work decid take risk leav packag care anoth post offic clerk help older black femal cashier long hair wear glass behind younger filipino boy wear glass well woman supposedli type boyfriend necessari detail charg expedit ship think higher compar one ive ship guillian desper decid pay print paper past onto packag name wasnt even type sender portion boyfriend address incomplet right compain ladi said theyll follow detail written packag constantli check packag track provid notic packag stuck portug custom day first thought mayb take longer end boyfriend decid call found detail ladi enter right instead type actual name put rachel dont idea got name even closer like mention didnt type complet address boyfriend realli delay packag even type portuga miss door floor number well postal code boyfriend also pay custom clearli declar gift stress deal lack attent detail cant say theyll look detail wrote packag bother type detail comput properli need think career chang doesnt like job much offer good custom servic,1228,198,5.207070707070707,0,0.1086734693877551,neutral
Mohamed Tlass,1,disgust servic filipino ladi short hair other mention moodi rude say accept amex card set po machin refus pay prepaid card say limit fals tri wrong cancel payment argu physic threaten scream harrass anoth client proof address despit id racist phone someon say fng arab fire su merchant account termin,300,50,5.02,0,-0.23125,negative
Darlene Johnson - DeeJay,5,repres desk effici help didnt rush get next custom,50,9,4.666666666666667,1,0.0,neutral
Yvette Fuego,1,staff gave differ parcel almost open box expect box know one suppos huge heavi light check hassl call guy help said happen line went earli morn believ mess three parcel staff didnt doubl check given right one box time errand hope owner didnt go post yet im curiou reason given case im tri wrap christma prep go back way later,325,60,4.433333333333334,0,0.13010204081632654,neutral
Andrew Cavaliere,1,unfortun multipl visit decent experi requir pick packag regist mail locat alway present slow unhelp servic effort put custom satisfact staff also staff misinform convey improp inform custom ultim peopl time wast wait get servic,227,35,5.514285714285714,0,-0.04444444444444446,neutral
Bashar Zidan,5,stuff nice,10,2,4.5,1,0.6,positive
Daisy Lee,1,dont good experi locat put star slow didnt ask help cowork make line quick doesnt care take forev,97,18,4.444444444444445,0,0.24444444444444438,positive
alee x,1,terribl servic alway terribl servic profession cheap servic answer post servic relat question provid print servic canada post advertis websit even provid tap paper thing cheap lowest qualiti servic ever file formal complain canada post regard locat locat provid everyth locat provid,282,42,5.738095238095238,0,0.4,positive
Alan,1,irrespons staff caus damag parcel recommend locat,49,7,6.142857142857143,0,0.0,neutral
Tiana Yang,1,worst place take forev even busi,32,6,4.5,0,-1.0,negative
Jane Zx,4,could certainli use staff busi time sometim end huge line one person front servic otherwis alway get help unsur someth redirect better product pick wrong thing everyon nice ive go shopper locat year,198,33,5.03030303030303,1,0.25,positive
Nilanti SenGupta,1,indian ladi front rude person know serious first rude went pick parcel moment didnt say anyth thought might exhaust work today behaviour mom guy put peopl work custom care servic cant even give smile,199,34,4.882352941176471,0,-0.07666666666666667,neutral
Colby,3,realli good servic often understaf employe best great job resourc cant fault peopl ye wait line sometim end world enjoy conveni locat well everyon els wish could anoth person shift help sometim,193,32,5.0625,0,0.725,positive
wongi C,1,dont understand peopl counter look tire dont want work slow rude pass thing push feet ive bad mood offic mani time today worst canada post insist okay rude clerk old femal ill forget happen today one month ago wife went pick someth even deliveri notic minut came emptyhand ask emptyhand clerk said busi didnt time take care parcel clerk told go wife almost tear went offic upset tri ask clerk go offic clerk saw wife show immedi took care deliveri notic pick packag back room ive bad experi ill stop today conclus canada post rude slow lazi,540,97,4.577319587628866,0,-0.3307692307692307,negative
griffin quigley,1,today went canada post locat closest work visit first time deal locat frequent custom expect transact easi like other well boy wrong wait minut post offic clerk finish transact singl stamp us got ask item sent lettermail exact creat overs mail label paid transact told place label parcel told job argu back time ensur item correct label realiz charg extra label told want refund would cancel whole transact rude shouldnt job would recommend locat hope custom servic get big improv,480,80,5.0125,0,-0.0125,neutral
Viki LI,1,worst deliveri pick servic ever item sent wrong locat pick,58,10,4.9,0,-0.75,negative
Woo Choi,1,sent parcel suitcas locat ontario juli monica felt person look tire work loosley vacantli item avail track sinc august statu show item still halifax sent parcel right way spent time effort find parcel submit investig ticket via cp month cp close issu suitcas contain valu stuff lost packag reason,296,49,5.061224489795919,0,0.09285714285714285,neutral
Mike _,1,extrem inexperienc staff ladi post offic manag name tag unabl print label blame custom offer resolut use almon st locat,119,20,5.0,0,0.0,neutral
V. Philendra,5,fals custom charg packag korea haliey encourag send reevalu help form back today month get packag releas free ship alreadi paid korea send thank hailey didnt lose absolut deserv rais,182,30,5.1,1,0.2,positive
Syameena Pillai,5,gone locat numer time return pick packag staff extrem friendli help well organ fastmov issu locat would highli recommend,120,19,5.368421052631579,1,0.0,neutral
Maxine Rudy,5,alway found staff post offic help courteou effici,49,8,5.25,1,0.0,neutral
Joseph Brooks,5,check hour googl go notic neg review surpris sinc ive gone locat numer time never notic anyth neg neg review someon name scott couldnt help notic exactli scott work went today perfectli polit help need even unintent bit annoy custom still help rude anyth guess expect red carpet laid shoulder massag post offic scott doesnt your bound get upset leav neg review yeah realli noth complain place,392,67,4.865671641791045,1,-0.15,neutral
Kenneth Carmichael,4,decent littl post offic south end locat extend hour includ sunday conveni other ive never wait long line staff seem know small collect collect stamp first day cover well mani kiosk,180,31,4.838709677419355,1,-0.0016666666666666718,neutral
Alisha Vidito,1,usual okay post offic locat howev month ago someon name stephani work quit snippi rude ask approxim time differ ship option abruptsnippi idea cant predict anyth appropri respons could experienc troubl estim time deliveri xyz factor sorri wish could accur stephani need improv custom servic left extrem irrit longer recommend locat,330,51,5.490196078431373,0,-0.012499999999999997,neutral
Ting Li,1,googl locat show work hour pm went post offic pm alreadi close updat work hour properli,87,16,4.5,0,0.0,neutral
Bonnie Chiasson,1,know challeng deliveri servic one allow bit delay circumst howev know parcel amazon sit idl halifax central station day infuri frustrat amazon alreadi refund valu two packag late deliveri one packag valu possibl happen deliveri servic adapt current covid workplac chang go year adapt effect throw towel deliveri servic manag get packag deliv time case day two earli halifax central station cost amazon lot money also huge blemish canada post current wait packag halifax sinc march rdit march th track site say reschedul arriv march thit due march th amazon sent messag advis qualifi refund due late deliveryagain anyon tell happen get busi order halifax,653,105,5.228571428571429,0,-0.04999999999999999,neutral
R E,5,note close dec dec jan shopper photo lab passport offici document etc well post offic theyr insid shopper know canada post differ hour,134,23,4.869565217391305,1,0.0,neutral
michele smith,1,suppos open till pm today need stamp buy book postal outlet close,65,12,4.5,0,0.0,neutral
Grace Cowan,1,instead updat hour onlin like profession busi put sign walk way post offic discov close new year eve friday get theyr also close new year day saturday inform theyr also close sunday incred frustrat mean cant pick packag extra day need someth packag someon suppos leav sunday cant leav unabl pick packag front clerk call afterward ask realli way could pick packag unpleas unhelp said would open monday wast time friend money reschedul entir transport situat could collect yesterday updat inform onlin given impress would open impress,532,87,5.126436781609195,0,-0.0066287878787878824,neutral
S B (Strongbeans),1,need updat hour onlin also sign store also confus hour busi,59,11,4.454545454545454,0,0.0,neutral
John Knowles,1,girlfriend overcharg dollar werent abl refund like minut valu time avoid post offic cost,88,14,5.357142857142857,0,0.0,neutral
MJ Seager,5,ladi work alway go beyond servic smile extrem understand late pick parcel held beyond given day appreci thank,109,18,5.111111111111111,1,0.0,neutral
Koustav Pain,5,twice great experi time realli help,35,6,5.0,1,0.8,positive
M Dambergs,1,close due covid arent hour updat assum lawton staff prefer harass peopl come confus upset prevent pick packag contain medic dont like peopl call cop cri dont use locat,167,29,4.793103448275862,0,-0.125,neutral
Asif Zarin,5,assist kimberli martin help friendli ladi guid profession way,61,9,5.888888888888889,1,0.0,neutral
J Mac,5,angela best busi alway pleasur deal profession extrem help thank everyth angela main reason busi canada post locat,114,18,5.388888888888889,1,0.5833333333333334,positive
Juliano Ferrari,1,direct locat mean whole canada post fail corpor sinc last strike servic becam terribl ran busi decad send chequ via mail everi three time get desir destin effect reput busi owner shame get enough man power simpli shut oper,222,39,4.717948717948718,0,-0.08541666666666665,neutral
L. Y.,5,angela name angel saturday afternoon went beyond way help reorgan box seal back tight ship thank angela canada post proud someon like work kudo,143,24,5.0,1,0.20714285714285716,positive
taylor perry,5,regular post offic despit bring packag everi time two main ladi sweetest nicest peopl scan packag quickli ive never felt like irrit annoy itlik locat ive theyr nice make convers busi enjoy chat wait remind awesom everytim thank hard work everyday,246,41,5.024390243902439,1,0.11249999999999998,neutral
Frank Wormald,3,slow servic often busi one clerk allow min,42,8,4.375,0,-0.30000000000000004,negative
Shaul Byunghyun Go,5,kind help staff happi everi time drop,37,7,4.428571428571429,1,0.6,positive
Ayodeji Arowolo,5,ladi serv today februari hour must say excel custom servic help polit mysteri shopper shed score straight thank much,116,19,5.157894736842105,1,0.2,positive
Rmie Rxs,5,came post two parcel one intern realiz custom document realli give paper form option anymor instead done line anywho make excus realli busi chore two children work duti alway run bayer road canada post year ago staff canada post gave exact issu forgot thing onlin minut window day need return work edi hand canada post larrri uteck th octob approxim despit line reason scan wont work kind expect would snap judg abl line instead said let tri manual edi thank made day hurri friday afternoon eaten anyth ran chore took help accomplish one errand final send parcel thank kind patienc need kind especi tri time,607,105,4.79047619047619,1,0.41,positive
Ms. B,5,everytim go ladi nice alway help mail parcel day saturday hard time process ladi patient final got job done great experi,120,21,4.761904761904762,1,0.27708333333333335,positive
Manpreet K,1,rude staff never issu time kind racist behaviour felt feb around csr know new regular custom doesnt know talk respond customersno custom servic felt anoth girl well felt way talk nice blond break heart ask bring leas paper ns licens enough never go back locat ever use favourit one,281,49,4.755102040816326,0,0.14805194805194805,neutral
Carla Wright,5,amaz servic ladi everi time go alway friendli help say enough gem take postal need juli pam colleen awesom,106,19,4.631578947368421,1,0.0,neutral
Mervat Ahmad,1,rude woman name colleen shouldnt work custom servic treat peopl like garbag doesnt respect peopl line shouldnt put star review,126,20,5.35,0,-0.3,negative
MALEK BADOUR,1,ladi work name colleen she rude shouldnt work bad custom servic bad attitud,75,13,4.846153846153846,0,-0.5666666666666665,negative
Grant,1,took rerun label staff didnt want anyth packag ask use tape seal envelop put label sticker thank train mayb that polici teach custom self serviceuhor dont want take respons pack there someth wrong broken item want everyth accept deliv interest servic,250,41,5.121951219512195,0,-0.45,negative
Antony Fu,5,alway like come cp sinc move nearbi commun less busi one lacewood staff alway smile face alway alway patient happen greet kevin mani time afternoon visit particularli inform effici guid right type servic need save time money,224,37,5.081081081081081,1,0.13968253968253966,neutral
Corey Saunders,3,local post offic coupl year gener normal post offic experi howev went yesterday even pick also send packag mere ask pretti basic nonchal question addressidentif relat anoth ship servic young woman curtli repli dont know dont work thank knew sign packag touchscreen forgot press ok tri press finger basic yell use pen might unpleas person ive dealt custom year know govern job custom relat isnt prioriti one outright rude,420,69,5.101449275362318,0,-0.006249999999999999,neutral
Ghost Buster,1,wont even print label return go stapl spend tri print label couldnt get label print cancel cancel send up cp give terribl servic packag take week arriv everi courier servic take day spent coupl hour tri process return,217,38,4.7368421052631575,0,-0.1,neutral
Nate Sutton,4,store locat back guardian staff alway friendli help biggest problem one person man ive seen place sometim get busi ive stood wait minut good,140,24,4.875,1,0.35,positive
Anna Brozek,4,good servic time drop packag everi day staff realli nice alway get work scan parcel right away there employe two ask servic overal realli nice place bunch suppli packag your short time tip though find box half price dollar store bubbl mailer,241,42,4.761904761904762,1,0.3365079365079365,positive
Nigel Thorpe,5,situat shopper drug mart friendli staff,39,6,5.666666666666667,1,0.0,neutral
Johnny Chronic,5,friendli staff,14,2,6.5,1,0.0,neutral
Scarlet Dean-Moore,5,,0,0,0.0,1,0.0,neutral
Fran A,1,pleas stay canadapost ridicul came return packag reject complic someon lazi tri help figur item shipper amazon label said item gave ridicul excus oh need differ label im like came togeth go back forth one tell colleagu oh manag said shouldnt accept item im like guy said your lazi return item give silli excus,309,54,4.7407407407407405,0,0.0,neutral
Ev McCrea,5,stephani best help everyth stamp packag best want say post offic seem realli rate,81,14,4.857142857142857,1,1.0,positive
Reggie Sutton,5,maria kind help,15,3,4.333333333333333,1,0.6,positive
Meizheng Tong,5,ladi kind extrem help,21,4,4.5,1,0.6,positive
canchooc,1,lucki even go driveway list packag attempt deliv,48,8,5.125,0,0.0,neutral
Graeme Lipford,1,went employe nobodi know snap ship ive ship twice week sinc dec take month ship suddenli nobodi work know scan qr code print ship label say theyv never heard snap ship like go mcdonald told sorri sir dont know french fri sure youv order ridicul,244,45,4.444444444444445,0,0.25,positive
Monique MacKenzie,5,excel servic last night young man effici pile parcel tend patient,65,11,5.0,1,0.05,neutral
Michelle Dyke,3,bit wait long,13,3,3.6666666666666665,0,-0.05,neutral
Manpreet K,5,best staff compar locat canada post feel confid alway come back smile great custom servic,89,15,5.0,1,0.525,positive
shirley haynes,5,alway good servic,17,3,5.0,1,0.7,positive
Tom Cao,1,dont even provid tape need buy,30,6,4.166666666666667,0,0.0,neutral
Dan Nordoff,4,ive alway great custom servic pleasant staff profession servic busi sometim though central locat,96,14,5.928571428571429,1,0.5111111111111111,positive
Ryan O'Toole,1,rhonda absolut rudest person ive dealt long time everi time without fail,72,12,5.083333333333333,0,-0.275,negative
Corey Grandy,3,supervisor could use lesson custom servic pleasant person much nicer employe,76,11,6.0,0,0.4666666666666667,positive
Qasem,1,differ canada post locat seem like privat run worker usual slow ineffici charg higher tax mail locat,100,17,4.9411764705882355,0,-0.10000000000000002,neutral
Jason,5,attent post offic open gener public locat insid cfb halifax requir depart nation defens dnd identif card access part base post offic friendli staff locat clean,159,26,5.153846153846154,1,-0.10833333333333334,neutral
Jason Smith,1,item deliv hous sign went sign driver said made mistak would go post offic pm pick liter took packag back hand drove post offic pm close pm told superstor staff understaf need pull peopl post offic man superstor,211,38,4.578947368421052,0,0.0,neutral
R K,1,gave one star zero option peopl use half nice woman behind counter rude sarcast publiclyfund loafer ive ever dealt repeat mistak packag back arrog defianc hardwork cp staff terribl evid cowgazingoveraf perform locat drive extra distanc go real post offic,254,40,5.375,0,-0.009523809523809521,neutral
Simon Gagne,3,normal dont bad comment locat today employe deserv star angri didnt postal code packag scare would jump counter rage use tape gun put box return sender,151,26,4.846153846153846,0,-0.2749999999999999,negative
Ashlan Potts,4,love conveni locat drop mail pickup postag whenev groceri weve never issu open hour also nearli alway time plenti packag postag option pack suppli gift memorabilia well nation intern mailbox site staff usual alway excel although favourit person seem left suggest staff busi time know accept mail sometim dont see front challeng get attent,338,54,5.277777777777778,1,0.0625,neutral
Richard Martin,2,today left key one compart packag open noth sure compart would larg fit one left key everyon make mistak two week age got key anoth packag open compart someon els neighbor road stop postman left key packag left key open neighbor didnt get key dont think mistak careless job,273,49,4.591836734693878,0,0.025,neutral
Travis Whalen,5,staff nice enough outdoor sign show post offic dont normal live around shop atlant superstor tough find found feel lost littl bit long stori short atlant superstor near nslc directli area left walk door near cash regist,219,37,4.945945945945946,1,0.06474747474747475,neutral
Lisa Butt,5,privileg use facil month busi need staff alway profession help thank kindli lisa oceanview quilt,96,15,5.466666666666667,1,0.0,neutral
Cory Sampson,2,staff work dull drive even work,31,6,4.333333333333333,0,-0.2916666666666667,negative
Cara O'Leary,1,say post offic open pm store close pm updat hour onlin wast time ga money,73,15,3.933333333333333,0,0.0,neutral
Mike Sweetman,5,great littl post offic,22,4,4.75,1,0.8,positive
Alireza Siadat,5,super friendli care staff use place three time never got disappoint guid well ive get good servic far,101,18,4.666666666666667,1,0.37777777777777777,positive
J M,1,postman never attempt deliveri frustrat deal rude man work counter one time woman work place much friendlier one star,117,19,5.2105263157894735,0,-0.04999999999999999,neutral
Alexander Howlett,1,got line close said time done would close wouldnt abl help person line absolut ridicul,86,15,4.8,0,0.0,neutral
Darshi Patel,1,bad experi locat mention close time pm thought went pm said cant take parcel store close min earli everi day your close pm guy need updat time googl,148,28,4.321428571428571,0,-0.6999999999999998,negative
Sidney Hamilton,1,noth specif canada post canada post gener terribl never manag deliv parcel time random person rundown mini van sedan manag deliv packag faster better condit nation mail servic union worker also compani still allow sell prioriti express post cant even guarante time get privat compani would consid fraud,302,48,5.3125,0,0.0,neutral
Justin Laing,1,canada post websit well googl clearli state locat open pm show pm stand counter min worker saw stand min said locat close pm umm doesnt that post anywher wast time ga drive noth locat need new employe,200,37,4.4324324324324325,0,0.06818181818181818,neutral
Brooklyn Aldo,1,googl say open pm sunday im pm door lock,40,9,3.5555555555555554,0,0.0,neutral
T K,1,internet say open till sunday close,35,6,5.0,0,0.0,neutral
Amanda Chiong,4,im move ship quit fairli larg box canadapost locat person help counter perfectli fine process went smoothli let borrow cart bring box insid well notic person work help custom seem littl less polit much offput,208,35,4.9714285714285715,1,0.15,neutral
