Name,Author,Rating,Review Text
,L B,1,"Do not trust this Canada Post. I sent a parcel back to a company through this location because it was nearby. I was suppose to get a tracking number and a receipt. But the guy working said no there won't be one. I had a bad feeling about the trustworthiness and ethical work of this Canada post worker. I asked him three times if he is sending it to the correct address I showed him. He said, ""yeah."" He didn't even let me see the box after he put a tag on it and walked away. I should have trusted my gut feeling and taken the parcel back. But I gave him the benefit of the doubt. My mistake!!! Now a lost return which means lost money."
,etelvina Demelo (vina),1,I always drop package there fine how the boxes same shipping goes tracking but the envelopes  disappears  have lost 2 of them but I know who is always when one person is working next time I will get her I'm going put dye on when she opens will be on her face her on act
,Jason Camu,1,Worst service. Went there to pick up money thru moneygram Sean the guy working there input a wrong email address and now I have to wait 10 days to fix that. I called moneygram to figure that out.
,Annick,1,"They can't give you one piece of tape, even if you just purchased a shipping box from them. What a scam."
,Ekaterina Ts-A,5,Everything is ok. I like this one post office and their schedule
,Warren,1,Post office hours aren't the same as listed online
,Ven Laspina,1,"Horrible service!! I went there on Friday June 29th, 2018 to pick up my package.  They were ""suppose"" to be ""opened"" until 9, however there was a sign up stating that they were closed until Sunday July 1st...went there today July 1st and another freaking sign saying they were closed today! A rude woman that apparently works there says ""were closed"".  I said you were closed all weekend and there's a sign up stating this on Friday.
The woman was like no there wasn't (calling me a liar)....she was like I'm not going to argue with you..yeah because you know I'm right!! I have learned my lesson and I will never have a packaged ship there nor will I support this post office in the future!! Horrible service!!"
,Music Passion,1,"Sent a letter by Priority mail. Next day checked it out - the letter wasn't registered at all. Called canada post - was suggested to return and talk to office agent. Returned, was told to call them again and create a ticked. Called - created a ticked, hopefully, everything will be alright... Will never use canada post for sending the documents..."
,Shannon S,1,"I made a visit to the Grant Park location today. Not impressed! Surely you can train someone with some customer service skills. Also make sure they are fully aware of what services are offered as stated on the website. Train them to focus on their paying customer, not elsewhere. Maybe this is not the job for her!"
,Ravneet Sandhu,2,"They lady was not friendly at all, looked like she was training someone and clearly was frustrated because of that. The attitude was bad, rolling eyes and and sighing again and again. Made me feel i did something wrong by bringing the parcel there."
,Kimberly Jade,1,"I thought it was just me, but I went on here to read reviews and seems like Debra is going through it and projects the impression of hating her job. I understand people have their own personal issues, but not a reason to be rude, sarcastic and can't be bothered with a smile, especially at work. I relate to the one review on here where she says she was happy when she saw two other girls working there, it really is a breath of fresh air and positive experience not having to deal with Debra. I hope she finds healing and peace."
,I K (Kira),1,"It's been my home location for 10 years and the past two I would rather go out of my way and drive elsewhere than deal with Debbra. I don't understand why someone stays on the job if they hate it that much. And it was always like that at tis location. Always rude, treats clients like  if they are bothering her, gives wrong information about prices (how many times I took my parcel to another post office after getting a quote from this location and had other options given to me). Always negative experience and it's just tiring. I was so excited when they got 2 new girls at that location and they were sweet and friendly at the start too. Idk, maybe it's a post office job that kills joy in these employees or Debbra's attitude is contagious but they all now quite unfriendly there."
,A W,1,"The cashier is unbelievably stupid, I’m returning a pair of shoes, she just simply stuck the shipping label on the box lid? I was like????????? How are you gonna safely deliver the shoes back? I guess only the lid would be delivered. Such a smart cashier."
,Kyle Mc,1,Post office would not get extra people to help when helping one person that was there for over 20 minutes. 6 people in line. I just wanted to pick up my package that should take only 30 seconds
,A Harasym,1,"Untrained staff. Parcel was dropped there as I was not home. Two days still didn't show there. Called them twice every evening, said nothing they could do as it showed not there. Didn't even look. Called lady there during day and she found it, actually went and looked! Said they didn't enter it right. Not impressed as I wasted two days and opened a case with canada post to find it. Train your staff better! This is the second time they lost my parcels!"
,JYT Plays,1,"It says here they guys closes at 18:00 and the delivery guy wrote i can pickup after 18:00, does it make any sense ? 💁🏻‍♂️ this thing is very important travel document for me.!"
,Stairwaytomusic Quality Vintage Audio,5,
,Tolu Otegbade,5,
,Cade A,5,I find the manager and staff very helpful and knowledgeable at the Post Office at the Shopper’s on Pembina. Ping is helpful and friendly.
,Uditha Ehelepola,1,"Worst customer service ever, location is good, but the older fellow working in there is worse, worse.....worse...."
,Koh Des,4,Location on map is wrong. Postel office is moved
,Md. Obaej Tareq (তারেক),5,This store opened very recently. Location wise this is a better place than the nearest closest store on 7-Eleven which is closed now. It remains open till 8:00 p.m. on the weekdays which is a little bit later than the other nearest post office.
,yitian gu,1,"Please note that if you want to send a box please choose the right box by yourself in the store, my friend asked the clerk three times and she only told me to choose the box by myself for the third time, what did you service? I think it is your job to help me choose the box because it is my first post office return, not to let me and my friend in your place constantly test the size of the box. Please bring tape, he doesn't provide any tape there if you need the proper way to reinforce it. You will need to buy additional tape in the store. The clerk is basically not empathetic, I am not too comfortable with rudeness to describe someone, I just think he is not serious about his job. And the clerk needs to repeat the queue to solve a problem, I stood in line three times yesterday, I hope you don't encounter such a bad experience as I did."
,ron Z,1,"Terrible customer service, the manager at this location is extremely rude and abuses his power. He supports his cashiers and their rude behavior, ive witnessed this first hand have logged a complaint eith customer service"
,Maura Stanhope,1,The shoppers employee working it was rude prissy. Irregardless of the fact I have been bedridden for months with a 6 cm bed soar n was in severe pain.  It took a lot for me to go there. It's not my fault they refuse to deliver mail to my 18 story apt block.  I showed my health card n picture I'd and she refused me.  The postal station on McDermott accepted those bids. She made my whole day angry n I'm usually happy n very outgoing when I get a chance to leave my bed.
,Вячеслав Яременко,1,"At the post office they told me that they could not print the return coupon, because they did not have a printer ... I arrived early in the morning by bus with a very heavy package and all the copy centers started their work only an hour later"
,Jose Armando Perez (Armando),1,"Not a good experience. The girl who’s on the register seems to be in a horrible mood. She got upset because I asked a simple question, to the point of jut ignoring me. Canada post should really check who they hire."
,dr chirag panchal,5,"Thank you so much for all the support and cooperation. The people managing this office are very kind, helpful and go out of the way to make people’s visit comfortable. Being new to city and country, it was a bit different than things back home. But the post office staff were great and always ready to help.

A big thank you for the great service and support."
,Leslie Cleven,5,Very friendly staff.  It’s a busy post office but they do their best to keep the line moving.  I use this post office all the time and never found it to be a problem.
,Nina Bullerwell,1,"Terrible customer service. Apparently now if you don't print postage labels online you are the lowest of the low. I had everything labeled properly, and just needed to ship it. The woman working the counter almost had a kitten when SHE had to type everything into the computer herself. Absolutely ridiculous behavior from a postal/ CUSTOMER SERVICE employee. Thank God this isn't my regular post office if I had to deal with that hag on the regular I'd throw myself off a bridge. God forbid someone asks that SHE DO HER JOB."
,Amerin S,1,Shoppers your Canada Post worker. Middle eastern lady completly ignored to help me. All i asked for was customer service number to help me and she couldnt even do that. She said she is busy and doesnt have time.  Have a talk with customer service.
,Keith Baxter,3,Sometimes a line up in busy seasons.
,SRR C Hous,1,
,Yuria Lee,1,I've been going to this post office for 2 years since I opened my online shop. They have the worst staff training ever. I missed buses and appointments because they didn't have an employee at the office and they kept everyone waiting until the employee came back.
,Tristen Hill,5,"Great service, fast and polite. Not sure why people have all these negative things to say."
,Noah Redden,1,"Staff hates you, they give the impression that they would rather all the customers never return."
,Spotty Polson,1,Very confused employees at this poorly staffed outlet. I feel like I'm dealing with a participant in a work experience program. PO left unattended with the door to packages unlocked. No bell to ring when desk is unattended. How about some spot checks and perhaps decertify this outlet Canada Post.
,J H Neustaedter,4,"Employees have always been helpful, the hours are really annoying though. It's Canada post which always comes with some irritation."
,Malick Guindo,5,"I would like to take a opportunity to thank Zack for his enormous support ! Zack took the proactiveness and initiative to provide me help sending my document and even by processing to some research in order to make sure that we got everything right , thank you so much, you support is definitely appreciate ! 👍"
,Untrepid One,2,"I had 5 pieces of ID and 2 were picture ID and the postal employee wouldn't allow me my package. I guess she was having a bad day.

Right.😕"
,Idowu Adedeji,5,Great service and very efficient personnel. Posted item took 3 days to arrive.
,Princess TP,1,"Today I went to this location with the intention of mailing a parcel with a postage paid slip that had been emailed to me.

Upon arrival I was greeted by Tomas. He was friendly enough until I showed him that the postage slip had been emailed to me. He said he was only able to use QR codes to print labels and he was unable to print a label from an email.

I explained to him that I had been at another location where they informed be that they were unable to use QR codes but I had to print my own label. However, after a little sorting they were able to print up a label and all was well. His response to this was “I don’t know how they were able to do that, I’ve worked here for 8yrs and it doesn’t work that way” I asked him if he could scan the barcode and see if there was anything he could do. He said “it won’t work”. I continue to explain that the other location was able to and I asked why there is such an inconsistency between the stores. He just continued to say it was not possible. I asked him if there was someone he could call to help guide him. He said “it would just be a waste of time”

He proceeded to tell me he had never even heard of the location I was talking about (which is the Family Foods on Portage @ Ferry Rd.) I let him know that they were an older location. He said “I didn’t think they had a post office there” I said “perhaps he needed more training” and left with un-mailed parcel.

As I was walking away I heard him loudly say don’t come back. There a long line of people.

I felt he did not have any interest in doing his job. I was NOT unreasonable, loud, vulgar, or belligerent. He just would NOT even try. I have never been treated so poorly as a customer and I will not be returning to this location."
,Alyssa Batt,1,If I could give this place a 0 I would. The lady wouldn't release my medication package to me because I forgot my license. She told me if I could show her my credit card statement along with the picture of my id I could have it. Then after I went through my banking (like she said I could) she still said no? Why make me show you my finances if you weren't going to give it to me anyways. I showed her 3 other credit cards and personal documents and she said unless it had a picture of me I couldn't have it? I get protocols.. But I showed you my entire life and a picture of the ID... Why make me go through all of that.
,ying zhang,2,Poor service
,pariya mahmoudi,1,Poor service
,Danyboy Qc,1,"not able to deliver a package to the door like other delivery services, band of incompetent"
,Alexandre Potvin,5,Excellent service and a smile I wish I knew the name of the girl at the counter
,Nadil Nawak,1,Delivery man who doesn't ring the bell who doesn't leave a review and get over it. I who thought I was badly off in France. There's a job to lose your arms why do a job you don't like? For the deliverer this one
,Lily Berte,1,"The post office opens at 8am according to the schedule
I was there at 8:00 a.m. the clerk did not arrive until 8:20 a.m., she told me that her alarm clock did not ring... without more ceremony."
,Flavie Bergelin,2,It would be wise to display your real opening hours as well as those of holidays
,Ilyas Cheikh,1,Closed all the time and different schedule from the one displayed on google maps
,Cédrick Kayigire,5,Fast and open late (7 p.m.)
,Wasire Konseiga,2,
,Olivia Oh,5,"We decided to buy a postcard to mail home during our trip and a store owner directed us here. The post office have postcards available on site so you can write it and send it right away. The postcard was 1.00 CAD and postage to the US was 1.25 CAD. With tax I believe the total cost was about 3 dollars. I was really nervous because my French is not good at all despite my efforts, however the staff members speak good English which was like a blessing to us!!"
,Hazem Edelbi,5,"Very unique location.
Big space.
Staff are friendly and english option available."
,Joey Martone,5,The workers were very nice and helpful.
,Chieh Yu Tien,5,"Have been there twice. The staff there were all super duper friendly. I was about to put my postcards in the post box, and one of the staff stopped me and gave me some lovely stamps on my cards!"
,Joyce Chapman,5,"This office was great, we had a group of little girls in there wanting to send post cards home, they were very helpful and great with the girls.  Everyone was happy when they left."
,Tara,2,"Unfortunately I have had more than one negative experience with the woman who works evenings at this post office. She is immediately unfriendly, not helpful and makes you feel like you’re bothering her when it is literally her job. At first I wanted to give her the benefit of the doubt- maybe she had a bad day. But it’s been more than 3 times now that she is downright rude. All I was asking for was a price estimate for an item and she refused to check. Said I could look online. As if I hadn’t already tried that.

Meanwhile other times when I have been lucky enough to be served by another person, they were patient, kind, and helpful. Always asking if there’s anything else I need help with.

It makes me want to go to another post office just to avoid her."
,Hélène Ceccarelli,5,"The staff is smiling, friendly. He does everything he can to please you."
,L Cote,5,Great service! Nice welcome by smiling and friendly employees who were able to answer my questions.
,Lune Claire,2,"What a pity!... A super nice person but drowned in work because everyone or almost... wants to do business with her. We feel the competence, the empathy.. a parcel or mail is often emotional... and the other person has lost his smile forever I believe... in q.q. years, I have never seen her smile or say hello.. we have the impression that we are bothering her... in short: that's enough.. there are other post offices...paid by our taxes ... in addition to shipping costs...."
,bumblebee051,1,"Seriously, but what mediocre service... First, for the umpteenth time, the postman doesn't even ring my doorbell to deliver my package (My spouse is home at all times), then he returns it to the branch and I have to wait three days before I can pick it up... When I complain to the post office, they tell me there's nothing they can do... What kind of company answers that to its customers? Especially since I paid twice for your services; Once with Amazon shipping and the other time with my taxes! You really have to stop thinking that because it is a government service that you owe us nothing!"
,George Sutherland,4,Regular uniprix store with a canada post office and a pharmacy all rolled up into one.
,Mathieu Hamel,1,"Opening hours are changed without notice. Several days announced open on the site are actually closed with a simple announcement on a paper in the door. Even on some days not appearing on the sheet, the post office is still closed or operates at reduced hours."
,Sam Kudo,2,"Being yelled at by the employee on site that the post office is closed at 6:30 p.m. when it is written that it closes at 8 p.m.? I never have this kind of problem usually, it's a shame!"
,Émile Lapointe,2,"At the postal services I have most of the time no complaints about the service.

One of the clerks, on the other hand, has clearly been working for too long and considers himself to be above the rules of etiquette.

If only to respect the people he talks to or take their questions seriously.

It's time to do some staff turnover I think."
,Lorie-Anne Ouellet,1,"30 minutes to ship a package....because the lady keeps making mistakes and doesn't know what she is doing....very bad service!

The other client next to me...they had to call to cancel her shipment since they had made a mistake too!"
,Kai Vũ,1,Always closing before timeout! Too lazy :)
,Eti Cotton,1,"Considered closed on weekends even if the schedule announces open. Call before presenting, you will not waste your time this way. No consistency in closing hours."
,Jonathan Provost,1,Lack of staff… it’s “open” but no one is present; back in # min. or at Xh00… it has happened several times and the other employees are not trained
,Véronique Landry,5,Great service! I had documents for a visa application to send twice and I was very well served by the man who works there full time on weekdays. He knew the procedure for my documents better than I did.
,Denys Popov,5,I love this place and of course the people who work here. THANKS! A+
,Koshis,1,Too slow service..i ordered a parcel from amazon on 24 nov and the delivery date was 31 nov.but today is 6 dec and still waiting...soo sad the item was for special day but unfortunately...😕
,Uwizeye Jean de Dieu,1,"Reached here at 19:16 and they said to be closed when their Google Maps schedules show them open up to 21:00
Just wastage of time"
,Sarah Maude,1,"Yeah, it's not easy 😂"
,Kevin Orne,2,"Employees look down on people

We always seem to disturb

The confidential information is given aloud so the whole queue hears that Mrs. X wants to make a transfer of X amount to such person from such place.

The service is always very long

The 2 stars instead of 1 is for your postcards ready to send which are beautiful and at a good price."
,Laurence F,1,"Really slow service, more than fifteen customers in the queue and it takes more than 10 minutes to serve a customer... go elsewhere unless you have a lot of time to waste..."
,Christophe Gagné,1,Very slow service. The employees don't really know what to do as soon as we have a shipment that's the least bit unusual. They take forever in the back and leave customers with no service. I prefer to go to other service points.
,Véronique Marceau,1,"So is it complicated for you to put your good schedules on your bones&#%@ of parcel boxes? It's been several times in the past few months that I've stuck my nose in a closed door. The paper I receive at home is crossed out by hand for Saturday, but not to correct opening hours... Professionalism is not at Canada Post, that's clear"
,Audrey Daigle-Gédéon,3,"For those who, like me, have stuck their noses at a locked door when it's supposed to be open (on the SAQ side): you have to go to the other side of the building, behind the A&W there is a separate entrance for the pharmacy only!"
,Lucie Boutet,1,"Because yes... you have to give a note!! But when you work all day and you arrive home at 6:30 p.m. and leave for the post office of this pharmacy and 2 employees who are still there answer you: ""it's closed"" we close at 6 p.m.!!!! 😡😡😡😡 what's the report of having a post office in a pharmacy that closes at 6 p.m. and remains closed on Saturday and Sunday!!! Monday it's going to be the same story!!! It really sucks!! CANADA POST choose your FIGHTS! ALREADY YOUR QUOTE IS LOW!!! 🤬🤬🤬"
,Sebastien Robidas,1,"You should be able to change your hours online, even if it's in 2022..."
,johny doper,1,"Worse service ever!!! That's what you get from civil servants!!
For the fourth time in a year, out of a dozen parcels, my shipment is late again (4 days) and the simpletons can't even find it on their tracking service.
If there was an alternative to canada post I would gladly pay more if only to get some peace of mind.
BTW, this applies to Post Canada in general and not this post office in particular."
,Pierre-Emmanuel LeMay,5,Simple and convenient. Operating hours allow to visit right before or after work.
,Christopher Bedard,1,"Worst service we have ever received for our business. A lady of a certain age was scolding one of her employees in front of us. We wanted to ask the lady her name, and she never wanted to give us her name, because she knew we were going to make a complaint. When we paid our account, we asked her for the keys to our post office box and she never wanted to give it to us. Lack of professionalism and competence on several levels."
,Steven Rancourt,1,"For me, poor service. Stupid lady every time. A package that I had sent there was returned on the pretext that I had refused it, even though the lady assured me that it would be kept there upon receipt. A large order. I re-shipped directly to my home with no problem. A word of advice, go or have it shipped to another post office."
,Marc-André Vigneault,1,"Closing hours on google 5:30. Closing time indicated by an employee 5:30. On the internal door of the building inscribed 4:30. Yet I arrived at 5:00 am and there were people. I waited until 5:30, then people left. So much you stood there chatting and getting paid from 4:30 p.m. to 5:30 p.m.... you should have left it open!"
,Carolina Ramos,5,"Excellent Service, very kind!"
,Marc-André Brunelle-Langevin,5,Always good and fast service
,Laurent BOYER,3,You should update your schedules because the office opens at 9 am and not 8:30 am on weekdays.
,Regis Beaudet,4,Always well served but peak hours to avoid
,Claude LaFrenière,5,Fast and courteous service. 😊
,Khalel Leconte,4,A medium size post office with everything need to pick up or send out your mail with PostCanada. Clean floor with a variety of products visibles. Lots of parking space. Clean with respected instructions and nice informed staff. Some days are busier than others so planned ahead or be armed with patience…
,PHAT PUBG,4,"I have been here often, the employees are very kind to the customers. Sometimes they were slow, sometimes faster than the usual days but it will be fine.. they are very sociable and ready to help you. Inside there was Uniprix, Laurier Lavoie pharmacy."
,Mig B,1,"Incompetence he hasn't knocked on the door for 4 years, they fight the rain that you pay $100 to be delivered to your door, little letter to the mail and bye pay for an innocent taxi"
,Patrick Moreau,3,Ordinary service. Often a long wait. there should be more than one comis. My .02 cents
,johanne rayonSOLEIL,5,
,Mathieu Bussieres,2,"The Lady with the glasses, medium short brown hair is really a big zero in terms of customer service and reception! She should simply change jobs because she is clearly out of place and seems to hate her job!"
,Noemie M,1,"Worst post office in Quebec! I went to drop off a prepaid package like every day and the lady at the postal counter told me that if I didn't queue (instead of dropping off the package for them to scan it later), she was going to put it in the trash. Serious lack of professionalism!!"
,M R,2,The employees are nice but the opening hours are completely rotten! The meteoric increase in Canada Post prices should be partly justified by better accessibility.
,Martine Fournier,1,Still closed the post office opening hours are not actually true
,Yves L,5,Located in the uniptix pharmacy very well served.
,Kamm Johnson,1,I came here yesterday and they said it wasn’t open until noon… you should update your hours on Google/online if they’re not correct.
,Alexandre Barbin-Therrien,1,Schedules not respected. Counter closed at multiple occasions. Hours not updated. Observed these issues for more than a year. Avoid if possible.
,Sophie Ratelle,1,"Worst service ever encountered
.when the counter os not vlosedy it's gone 15 minutes etc.. worst"
,rana gh,1,Always close
,Prince Seun,4,Friendly services.
,Andrew Sarasin,2,Lady at the desk was rude yesterday. She clicked her fingers to get my attention when it was my turn. I told her I'm not a dog and she responded by saying it's because I have other things to do here.. Usually I don't have a problem going here but I guess it wasn't her best day. Maybe it's time she retires..
,Marie-Ève Mimeault,1,"I moved this morning, after having CHECKED the opening hours on the website, already knowing that the opening hours are really limited (for a public service paid with our taxes, in addition!). I imagine that we did not see fit to inform tax-paying citizens that from now on the counter would be closed on Saturdays. I'm on the eve of having to take time off to be able to pick up my passport if I want to be able to go on vacation! Ridiculous!"
,Denis Hamel,1,Access hours really suck. Very difficult to pick up a package when it's only open during working hours. It's supposed to be a public post office. We pay for it with our taxes. We should then have a somewhat decent service. Open at least one weeknight or Saturday morning. I have nothing to say however against the staff who have always been helpful.
,pierreluc poulin,1,Changing opening hours without notice
,francois pelletier,5,"Very good service, fast and courteous"
,Steve Boutin (Acxzon),5,Very good service just I find it weird that he doesn't have a phone
,Mily Eros,5,Good classic service and friendly service. Thanks Doris! ☺️
,Louis-Marie Guerin,4,
,Salim Alioui,5,
,Guillaume Michaud,5,
,Nina P,5,"Marie was super kind helping me with my non-existent French!
You are awesome, keep up the good work!"
,Charlotte Cerise,1,"This Canada post was broken and closed for multiple days and yet they were still sending packages to it, making them unretrievable for the people they were destined to. I would give 0 stars if I could."
,Mike C. Chung,3,The Canada Post Office is a section inside the Pharmacy.  The post office gets 3 stars as it was closed on Monday.  But you can purchase a stamp from the pharmacy cashier if you are sending an envelope within Canada.  All other mail will require the services from the Post Office staff. They are opened on weekdays except for Monday from 9 am to 5 pm.
,For Freedom's Sake,5,I love the staff :) ♥️
,Luc Vallieres,1,Very ordinary service. There is no concern for the customer.
,Karl Thibault,5,The ladies in customer service are extraordinarily friendly and professional.
,Jean Morisset,3,"For some time always closed on Saturdays, they write that it is due to the lack of staff..."
,David,3,"Good service, but opening hours should in my opinion be extended later in the evening."
,Chef Joe BBQ,5,Very good service
,Eric Pednault,5,Good service
,Marie-Ève Tremblay,1,"One hour wait to post a standard package for a company and this is not the first time that the waiting time has been very very long. They are three employees to respond to a single customer. I can understand a questioning, but there was only me left in line. It wouldn't have been difficult to complete my transaction which lasts 2 minutes while the other two employees try to understand the other customer who was not prepared enough. After that, at the checkout, instead of apologizing for the waiting time, they dare to tell me that ''I look in a hurry''. Unheard of and I am usually patient and understanding."
,capucine doire,5,"A lovely staff, who took the time to listen to me and explain to me how to do it. A big thank you ☺️"
,Kelly Sue Lambert,1,"I have never seen so much incompetence in one place. Service not only very very slow, but inadequate. The ladies who work there do not check the state of their photocopies (sold overpriced -20 pages =11$) when I return to tell them they realize that they have run out of ink. I come back 10 minutes later to find that they are unable to change their ink cartridges. I then ask for a refund, of course. Same problem, they still don't know what to do. So it took me 35 minutes of my time to leave without my refund, because apparently some activity in the backstore was more urgent than my refund which I had been waiting for at least 15 minutes. Are we kidding ourselves?"
,Oliverkan Boli,1,The madam is unpleasant and does not want to do her job when it comes to people of color
,Élyzabeth Eatmon,1,"Leave reviews like they've rung, despite the fact that I'm home 24/7"
,Christian Alain,1,Never opened! The only time someone with an 8am to 5pm schedule can go is Thursday between 5pm and 6pm! Cheer! The rest of the time it is always closed! No evenings or weekends!
,Mealprep Burgers,1,"I have never received a package with Canada Post. I always had to go get it directly at the counter. The delivery men ring the doorbell of my apartment block and hasten to flee with their truck, leaving a note saying to pick it up at the counter. I understand that you have several packages to deliver but you could at least wait 2 minutes for me to come down or leave it in the secure lockers that my apartment block has purchased especially for delivery people. When there's a maximum return date on the package it's also really boring not being able to return it in time when it's mostly your fault for the delay."
,Marc-André Desmeules,1,"Seriously, is it possible to deliver your Collis on time once in a while!! When Canada Post delivers my packages I never have them, but NEVER!! hold on. But all the other delivery companies are able to do it!! Is there anyone who can explain to me why!!!??"
,Perfector “Pc”,3,"The lady who works at the counter during the week talks to us with a condescending air and has no tact; she shouldn't be working with the public. I ask her a question and answer me as if I were thick, luckily she does her job well otherwise I would have put 1 star. No more, I'm going there, I'm going to go to the other one, even if it's further away, at least it speaks to you like people."
,Maxime Choquette,2,"Your service hours are not terrible, only one weekday evening open until 6 p.m.!"
,Lyssa Fortin,1,"Because there is no phone number, can't reach them and just found out they've been keeping our mail for over a week due to construction in our street. Wonderful"
,ken_ obi_x,1,It's the worst Canada post you can have honestly! I have just gone to see to ask for my parcel because they say that it is delivered well pi finally the delivery man is wrong of address when I am 1min from this Canada post! To be as lost as that as well changed job! Here's my opinion 🤷 a lot of improvement to be done and change as much professional as the staff.. it's pitiful
,Sébastien (Pensum),2,No answer at the counter at 11:57. I spoke with a postman (in the parking lot) who was on his way and he gladly took my package.
,Louis Dufour,5,"Excellent service, the lady who answered me, Nathalia, was impeccably courteous, the answers to my questions by Mr Patrick F. were perfect, thank you for everything."
,Gabriel Cardinal,1,Thank you for losing my package Again!
,Mohammad Abu-Marzouk,5,"I recently visited a Canada Post office in Mississauga Ontario inside Shoppers Drug Mart 5035 Hurontario Street and was blown away by the exceptional service and support provided to local small businesses.

The staff was not only professional but also extremely friendly and welcoming, as soon as I walked in, I was greeted with warm smiles and a genuine desire to help you find the best shipping solutions for your needs.

If you're looking for a Canada Post office that truly goes above and beyond to support local small businesses, look no further than the office run by FILIZ and her team Kiran and Manjusha.

I had the pleasure of being assisted by all FILIZ, who went above and beyond to ensure that I received the best possible service. She took the time to understand my business needs and offered a variety of solutions that would help save our company money. Her dedication and willingness to help left a lasting impression on me.

Not only is the staff incredibly knowledgeable and helpful, but they also go out of their way to promote small business programs that can save you money on shipping costs.

FILIZ, in particular, is an absolute gem - she's always eager to help and finds creative ways to save our company money while still ensuring our documents arrive on time.

Overall, I highly recommend this Canada Post office Location to anyone looking for exceptional service and support for their small business. The staff is knowledgeable, friendly, and always willing to go above and beyond to ensure that every client is satisfied and happy.
If you're a small business owner looking for a shipping partner that cares about your success, this is the office for you!"
,Cynthia Yi,1,Extremely horrible customer service at the checkout desk. The person rejected provide service. Instead he shouting at me and accusing me why I did not use self checkout. Management should clarify the job duties to this person and educate him that’s how he gets pay.
,Kevin Arrata,1,Complete incompetence. Make up their own rules on what IDs they want to accept. Uneducated in their roles and unaware of how to speak with customers. An abysmal experience all around that I’ll be contacting head office about.
,Majdi Shahein,1,"Horrible experience today with the supervisor (she said she’s “the one”).

We immediately made a complaint at the head office and were told the complaint is being taken very seriously and was escalated to ""the right people"".

Let’s see, we’ll not be going to this Canada Post as long she still works there."
,N. Gomes,1,"I went to the Canada Post outlet at the shoppers drug Mart store inside the square one mall.  The guy, Hawza, was terrible in the sense that he had a long line of customers but continued having a personal conversation on his cellphone.  How is it possible that this person could ignore customers while venting with the other person at the end of the line about ""a colleague who was fired and has now ruined the situation for the other employees""."
,Marium Owais,1,"Lady behind Canada post counter was very rude. When i went a couple of days ago to pick up my parcel there was a sign saying they are temporarily closed and the estimated time of opening is 12 noon and I was reading that when she came up to me and rudely and loudly said we are closed, we are closed. And I replied. Yes I read the sign. So mean. She truly needs some classes in manners and customer service."
,nicholas sangineto,1,The lady was not patient at all. When i was talking face to face to her suddenly she left and start do something else without to say anything to me . But she was listening me. How polite peoples are in Toronto…
,M Lau,1,Older lady behind the counter was incompetent and rude. Asked you a question and immediately just spoke over you blaming the customer on why she couldnt do her job correctly. She should be let go. I will not be back.
,ryan douros,1,"The woman with the glasses is very rude! An elderly man asked her a question while we were talking to her and she yelled at him and told him to wait his turn. Very disrespectful, very unprofessional."
,Shivam Verma,5,"The young lady working here is too good. Very supportive and friendly. I have seen many customers being rude to her without any reason  like today there was an issue with the system for some postal code and she suggested him to have a google search but the person insisted on going back and then after blamed her for his runarounds. I feel sorry for her and came just to have a say on other user’s allegation of terminating her. She is good and for the sake of new system, please treat the employees in humanely manner. And just how I see people post negative comments more than positive ones, please show the other side too."
,Aarman Pervaiz,1,WROST SERVICE FROM FADEEL. I BROUGHT AMAZON BOX FOR RETURN AND HE REJECTED. !!!!DONT GO TO THIS LOCATION!!! SUCH RUDE PERSON!! ZERO CUSTOMER SERIVE SKILLS.I TOLD HIM THAT I PAID $20 FOR RETURN LABEL AND HE WONT DO IT. SUCH A RUDE PERSON HE IGNORED ME AND TOOK THE NEXT PERSON. HE GOES I HAVE TO HELP OTHER CUSTOMER.. SO WHAT AM I??....
,Sumesh T,1,"Absolutely ridiculous customer care and looting more money from people for sending normal mail. I sent same mail to the same destination, first time they charged $25 and today they charged me $47."
,h,1,Very unhappy went to drop off a mail but the lady made it a courier unnecessarily just to make more money !!!!! when it could’ve been sent as a mail. They find ways to loot customers !!!!!
,Vishal Narayan,1,This is not how anything works. You can't just randomly shut off the post office because you feel so even though it it within your official business hours. This is an essential service.
,Jamie,5,I've experienced very satisfied service. The lady who helped me to process a package was very sweet and professional. Excellent Post Office in my town! Thank you for your amazing service. 🙂👍👍
,Hemantkumar Vaghela,1,Very bad behaviour of person named John. Not giving response properly and his behaviour is very weird like just stand up their to return everyone with any reason. Behaving like his private store and not Canada post.
,sarabjeet singh,1,"The note they left at house says store open till 9pm on Friday however I arrive dstore at 0803 pm and they says we close at 8pm.. even if it closes at 8pm , they laxk courtesy"
,Austin Boucinha,1,"The worst Canada Post location in Brampton by far. It’s so frustrating that all my undelivered packages end up here because it means that I have to deal with the poor positioning of this location and the incredibly rude and lazy staff that work here.

Also, if you’re going to have your employees take breaks @CanadaPost, that’s perfectly well and good, but make sure you have someone covering the front desk at all times! There’s absolutely no reason why taxpayers should need to be waiting upwards of 30 minutes at the location to be served. Can’t even believe this is an issue in the first place, what a joke!"
,Ishpal Singh,1,I wish i can give zero star. The lady behind the counter is so rude. Management needs to see this and she needs to be replaced.
